,Hotels,Prices,Descriptions,Full_Descriptions
889,"Piso Zona Plaza España, junto a Montjuic,","€ 2,526",Managed by a private host,"Located within the Sants-Montjuïc district in Barcelona, Piso Zona Plaza España, junto a Montjuic, has air conditioning, a balcony, and inner courtyard views. Among the facilities at this property are a 24-hour front desk and a tour desk, along with free WiFi throughout the property. The property is non-smoking and is situated 600 metres from Magic Fountain of Montjuic.

The spacious apartment with a terrace and city views features 3 bedrooms, a living room, a flat-screen TV, an equipped kitchen with an oven and a microwave, and 1 bathroom with a bidet. Towels and bed linen are provided in the apartment. For added privacy, the accommodation features a private entrance.

Sants Railway Station is 1.3 km from the apartment, while Palau Sant Jordi is 1.7 km away. The nearest airport is Barcelona El Prat Airport, 10 km from Piso Zona Plaza España, junto a Montjuic, ."
890,Barcelona Central Park II,"€ 1,915","5 beds (4 singles, 1 double)","Located 1.3 km from Montjuïc, Barcelona Central Park II offers pet-friendly accommodation in Barcelona.

There is a seating area and a kitchen complete with an oven, a microwave and a toaster. A flat-screen TV is provided.

Plaça Catalunya is 1.6 km from Barcelona Central Park II, while Portal de l'Angel is 1.7 km away. El Prat Airport is 11 km from the property."
891,Modern and bright apartment in Eixample 2-2,"€ 1,758","3 beds (2 singles, 1 double)","Modern and bright apartment in Eixample 2-2 features a patio and is located in Barcelona, within just 1.2 km of Magic Fountain of Montjuic and 2 km of Casa Batllo. It is situated 2.6 km from Passeig de Gracia and provides a lift. Free WiFi is available throughout the property and Sants Railway Station is 1.1 km away.

The spacious apartment is equipped with 2 bedrooms, a TV and a fully equipped kitchen that provides guests with an oven, a microwave, a washing machine, a fridge and a stovetop. For added privacy, the accommodation features a private entrance.

Plaça Catalunya is 2.6 km from the apartment, while Passeig de Gracia Metro Station is 2.7 km away. The nearest airport is Barcelona El Prat Airport, 11 km from Modern and bright apartment in Eixample 2-2."
892,Barcelona Eixample,"€ 3,209",Managed by a private host,"Offering free WiFi, Barcelona Eixample features a 3-bedroom apartment close to Gaudi’s Casa Batlló and La Pedrera Modernist buildings. Pets are allowed.

The apartment at Barcelona Eixample has air conditioning and parquet flooring. It has a lounge area with sofa and TV; and a modern kitchen equipped with a dishwasher and kitchenware. There are 2 bathrooms. A washing machine and cleaning products are provided.

Numerous bars and restaurants serving local and international cuisine can be found nearby.

The apartments are also well connected by bus and metro to all main tourist attractions in Barcelona."
893,BizFlats Garden House,"€ 2,015","2 beds (1 single, 1 double)","BizFlats Garden House offers modern, air-conditioned apartments located within 500 metres of Arc de Triomf Metro Station. Free Wi-Fi access is available.

The apartments will provide you with a seating area with a TV and a dining area. They each have a kitchen with an oven, dishwasher and washing machine. Featuring a bath or shower, their private bathrooms also come with a hairdryer.

Plaza Catalunya can be reached in a 10-minute metro ride, and airport buses leave regularly from here. Gaudí's Sagrada Familia is 10 minutes' walk from the apartments."
894,Valencia 455,"€ 2,523","4 beds (2 singles, 2 doubles)","Valencia 455 features a balcony and is set in Barcelona, within just 300 metres of Sagrada Familia and 1.8 km of Casa Batllo. It is located 1.8 km from La Pedrera and offers a lift. Free WiFi is available throughout the property and Nova Icaria Beach is 2.7 km away.

The air-conditioned apartment consists of 3 bedrooms, a living room, a fully equipped kitchen with an oven and a coffee machine, and 2 bathrooms with a shower and a hair dryer. Towels and bed linen are featured in the apartment. The accommodation is non-smoking.

Passeig de Gracia is 2.3 km from the apartment, while Passeig de Gracia Metro Station is 2.4 km away. The nearest airport is Barcelona El Prat Airport, 15 km from Valencia 455."
895,Modern apartment close to the Camp Nou Stadium,"€ 1,693","5 beds (3 singles, 2 doubles)","Boasting air-conditioned accommodation with a balcony, Modern apartment close to the Camp Nou Stadium is situated in Barcelona. It is located 1.1 km from Camp Nou and features a lift. The apartment also offers facilities for disabled guests.

The spacious apartment has 4 bedrooms, a flat-screen TV and a fully equipped kitchen that provides guests with an oven, a microwave, a washing machine and a fridge. Towels and bed linen are offered in the apartment. The accommodation is non-smoking.

Sants Railway Station is 1.6 km from the apartment, while Magic Fountain of Montjuic is 3 km from the property. The nearest airport is Barcelona El Prat, 11 km from Modern apartment close to the Camp Nou Stadium, and the property offers a paid airport shuttle service."
896,Eixample8,"€ 2,241","5 beds (2 singles, 2 doubles, 1 sofa bed)","Located in Barcelona, less than 1 km from La Pedrera and a 15-minute walk from Casa Batllo, Eixample8 provides air-conditioned accommodation with a terrace and free WiFi. The property is situated 2.4 km from Boqueria Market, 2.5 km from Sants Railway Station and 2.7 km from Palau de la Musica Catalana. The property is non-smoking and is set 1.7 km from Passeig de Gracia.

The spacious apartment features 3 bedrooms, a flat-screen TV with cable channels, a fully equipped kitchen with an oven and a microwave, a washing machine, and 1 bathroom with a shower. Towels and bed linen are provided in the apartment. The property has an outdoor dining area.

Popular points of interest near the apartment include Plaça Catalunya, Passeig de Gracia Metro Station and Tivoli Theatre. The nearest airport is Barcelona El Prat Airport, 14 km from Eixample8."
897,L'alzina Apartment,"€ 2,766",Managed by a private host,"Featuring air-conditioned accommodation with a private pool, garden view and a balcony, L'alzina Apartment is located in Barcelona. The property has quiet street views and is 2.3 km from Casa Batllo and 2.7 km from Passeig de Gracia. Free WiFi is available throughout the property and La Pedrera is 1.7 km away.

The apartment with a terrace and pool views features 2 bedrooms, a living room, a flat-screen TV, an equipped kitchen with a dishwasher and an oven, and 2 bathrooms with a walk-in shower. Towels and bed linen are featured in the apartment. The accommodation is non-smoking.

Guests can relax in the garden at the property.

Park Güell is 1.1 km from the apartment, while Passeig de Gracia Metro Station is 2.8 km away. The nearest airport is Barcelona El Prat Airport, 16 km from L'alzina Apartment."
898,Sunny 3BD apartment in Poblenou next to the beach,"€ 1,979","4 beds (3 singles, 1 double)","Situated in Barcelona, less than 1 km from Nova Icaria Beach and a 14-minute walk from Bogatell Beach, Sunny 3BD apartment in Poblenou next to the beach features air-conditioned accommodation with a patio and free WiFi. It is located 1.4 km from Port Olimpic and offers a lift. The property is non-smoking and is set 1.5 km from Somorrostro Beach.

The spacious apartment features 3 bedrooms, a TV and a fully equipped kitchen that provides guests with an oven, a microwave, a washing machine, a fridge and a stovetop. For added privacy, the accommodation features a private entrance.

Picasso Museum is 1.7 km from the apartment, while Santa Maria del Mar is 2 km from the property. The nearest airport is Barcelona El Prat Airport, 14 km from Sunny 3BD apartment in Poblenou next to the beach."
899,Be Barcelona Eixample Universidad,"€ 2,134","4 beds (2 singles, 2 doubles)","Offering free WiFi, Be Barcelona Eixample Universidad is located in Barcelona’s Eixample District. The property offers apartments with a private balcony set 15 minutes’ walk from Plaça Catalunya.

Each apartment has a living room with a sofa, TV and DVD player. An oven, microwave and washing machine are included in the kitchen. The bathroom comes with a shower and hairdryer. Air conditioning is available in the common areas.

A wide variety of supermarkets, bars and restaurants can be found in the area. Sant Antoni traditional food market can be reached within a 12-minute walk

Hospital Clinic and Urgell Metro Stations are less than 10 minutes’ walk from the apartments and oofer connection to FC Barcelona’s Camp Nou Stadium, Fira Barcelona Convention Centre and Sants Train Station. Guests can reach the historic centre in 20 minutes on foot."
900,Centrally Apartment in el Raval Neighbourhood,€ 941,"2 beds (1 single, 1 double)","In the Ciutat Vella district of Barcelona, close to Boqueria Market, Centrally Apartment in el Raval Neighbourhood has free WiFi and a washing machine. This apartment offers accommodation with a balcony. The property is less than 1 km from the city centre and 2.9 km from Sant Sebastian Beach.

The apartment is composed of 2 bedrooms, a fully equipped kitchen, and 1 bathroom. Towels and bed linen are offered in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Passeig de Gracia, Plaça Catalunya and Passeig de Gracia Metro Station. The nearest airport is Barcelona El Prat Airport, 12 km from Centrally Apartment in el Raval Neighbourhood."
901,Design 1 Bedroom Apartment near Plaza España,"€ 1,839","2 beds (1 double, 1 sofa bed)","Located in Barcelona in the Catalonia region, Design 1 Bedroom Apartment near Plaza España features a balcony. It is set 1.1 km from Magic Fountain of Montjuic and provides a lift. Free WiFi is available throughout the property and Sants Railway Station is 1.1 km away.

The air-conditioned apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a dishwasher and a coffee machine, and 1 bathroom with a shower and a hair dryer. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

Passeig de Gracia is 2.2 km from the apartment, while Passeig de Gracia Metro Station is 2.3 km away. The nearest airport is Barcelona El Prat Airport, 11 km from Design 1 Bedroom Apartment near Plaza España."
902,Be Barcelona Eixample Universidad,"€ 2,134","4 beds (2 singles, 2 doubles)","Offering free WiFi, Be Barcelona Eixample Universidad is located in Barcelona’s Eixample District. The property offers apartments with a private balcony set 15 minutes’ walk from Plaça Catalunya.

Each apartment has a living room with a sofa, TV and DVD player. An oven, microwave and washing machine are included in the kitchen. The bathroom comes with a shower and hairdryer. Air conditioning is available in the common areas.

A wide variety of supermarkets, bars and restaurants can be found in the area. Sant Antoni traditional food market can be reached within a 12-minute walk

Hospital Clinic and Urgell Metro Stations are less than 10 minutes’ walk from the apartments and oofer connection to FC Barcelona’s Camp Nou Stadium, Fira Barcelona Convention Centre and Sants Train Station. Guests can reach the historic centre in 20 minutes on foot."
903,Suites4days Gaudi Eixample,"€ 1,917",5 single beds,"Set in Barcelona, less than 1 km from La Pedrera and a 17-minute walk from Casa Batllo, Suites4days Gaudi Eixample offers free WiFi and air conditioning. It is located 2 km from Plaça Catalunya and offers a lift. The property is non-smoking and is situated 1.8 km from Passeig de Gracia.

The spacious apartment is fitted with 3 separate bedrooms, 2 bathrooms, a fully equipped kitchen with a dining area and dishwasher, and a living room. Towels and bed linen are featured in the apartment. The property offers city views.

Passeig de Gracia Metro Station is 1.8 km from the apartment, while Boqueria Market is 2.4 km away. The nearest airport is Barcelona El Prat Airport, 14 km from Suites4days Gaudi Eixample."
904,Gracia1,"€ 2,312","5 beds (2 singles, 2 doubles, 1 sofa bed)","Set in Barcelona, 1.1 km from Casa Batllo and 1.5 km from Passeig de Gracia, Gracia1 offers air conditioning. The property is around 2.9 km from Palau de la Musica Catalana, 3 km from Park Güell and 3 km from Portal de l'Angel. Free WiFi is available throughout the property and La Pedrera is 600 metres away.

The spacious apartment is composed of 4 bedrooms, a living room, a fully equipped kitchen, and 2 bathrooms. A flat-screen TV is featured. The accommodation is non-smoking.

Popular points of interest near the apartment include Passeig de Gracia Metro Station, Tivoli Theatre and Sagrada Familia. The nearest airport is Barcelona El Prat Airport, 15 km from Gracia1."
905,Jardin secreto en el centro de Barcelona,€ 714,Managed by a private host,"Situated in the centre of Barcelona, just 2.3 km from Sant Sebastian Beach and 2.3 km from Sant Miquel Beach, Jardin secreto en el centro de Barcelona features accommodation with garden views and free WiFi. Boasting a garden, the luxury tent is close to several noted attractions, around 500 metres from Boqueria Market, 1.1 km from Santa Maria del Mar and 1 km from Picasso Museum. The property is close to popular attractions like Plaça Catalunya, Tivoli Theatre and Palau de la Musica Catalana.

Towels and bed linen are available in the luxury tent. The property has an outdoor dining area.

Popular points of interest near the luxury tent include Cathedral of Barcelona, Plaça Reial and Passeig de Gracia. The nearest airport is Barcelona El Prat Airport, 12 km from Jardin secreto en el centro de Barcelona."
906,La Pedrera,"€ 2,466","2 beds (1 sofa bed, 1 large double)","Right in the heart of Barcelona, situated within a short distance of La Pedrera and Casa Batllo, La Pedrera offers free WiFi, air conditioning and household amenities such as a microwave and coffee machine. This recently renovated apartment is located 1 km from Passeig de Gracia and less than 1 km from Passeig de Gracia Metro Station. The property is non-smoking and is set 1.8 km from Palau de la Musica Catalana.

The spacious apartment has 1 bedroom, a flat-screen TV with streaming services, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 1 bathroom with a walk-in shower. Towels and bed linen are available in the apartment. The property offers inner courtyard views.

Popular points of interest near the apartment include Plaça Catalunya, Tivoli Theatre and Portal de l'Angel. The nearest airport is Barcelona El Prat Airport, 13 km from La Pedrera."
907,Coqueto alojamiento cercano a la Sagrada Familia,"€ 2,515",Managed by a private host,"Situated in Barcelona, 2.9 km from Nova Icaria Beach and 1.3 km from Casa Batllo, Coqueto alojamiento cercano a la Sagrada Familia offers air conditioning. Popular points of interest nearby include Passeig de Gracia Metro Station, Palau de la Musica Catalana and Tivoli Theatre. Free WiFi is available throughout the property and Somorrostro Beach is 2.9 km away.

The apartment has a terrace, 2 bedrooms, a living room and a well-equipped kitchen. A flat-screen TV is available.

Popular points of interest near the apartment include La Pedrera, Sagrada Familia and Passeig de Gracia. The nearest airport is Barcelona El Prat Airport, 14 km from Coqueto alojamiento cercano a la Sagrada Familia."
908,Modernist Family Barcelona apartment,"€ 2,577","4 beds (2 singles, 2 doubles)","Located in Barcelona, 1.8 km from Sants Railway Station and 1.9 km from Passeig de Gracia, Modernist Family Barcelona apartment offers air conditioning. The property is around 1.9 km from Portal de l'Angel, 3.2 km from Palau Sant Jordi and 4 km from Montjuïc. Free WiFi is available throughout the property and Magic Fountain of Montjuic is less than 1 km away.

The spacious apartment with a balcony and city views features 3 bedrooms, a living room, a flat-screen TV, an equipped kitchen with a dishwasher and an oven, and 2 bathrooms with a shower. Towels and bed linen are featured in the apartment. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Plaça Catalunya, Passeig de Gracia Metro Station and Boqueria Market. The nearest airport is Barcelona El Prat Airport, 11 km from Modernist Family Barcelona apartment."
909,Piso luminoso en Barcelona,"€ 1,626",Managed by a private host,"Located in Barcelona, 4.3 km from Sagrada Familia and 5.5 km from Park Güell, Piso luminoso en Barcelona provides air-conditioned accommodation with a patio and free WiFi. The property has quiet street views and is 5.6 km from La Pedrera and 6.1 km from Casa Batllo. Passeig de Gracia is 6.5 km from the apartment and Passeig de Gracia Metro Station is 6.6 km away.

The spacious apartment with a balcony and garden views features 3 bedrooms, a living room, a flat-screen TV, an equipped kitchen with a dishwasher and an oven, and 3 bathrooms with a hot tub. Towels and bed linen are featured in the apartment. This apartment is non-smoking and soundproof.

Palau de la Musica Catalana is 6.9 km from the apartment, while Tivoli Theatre is 7 km away. The nearest airport is Barcelona El Prat, 19 km from Piso luminoso en Barcelona, and the property offers a paid airport shuttle service."
910,Autèntic Arc de Triomf Apartment,"€ 2,969","6 beds (2 singles, 2 doubles, 2 sofa beds)","Situated in central Barcelona, a 5-minute walk from the Arc de Triomf, Autèntic Arc de Triomf Apartment offers accommodation with heating and free WiFi. Barceloneta beach is a 25-minute walk away.

The apartment features a spacious living room with a flat-screen TV and a dining area. There is also a kitchen, complete with an oven, dishwasher, and washing machine.

Featuring a small balcony, the apartment has 1 twin and 2 double bedrooms, as well as 2 sofa beds in the living room. There are 2 bathrooms with a shower, hairdryer, and free toiletries. Towels and bed linen are provided.

You will find shops and restaurants within a 5-minute walk of the apartment. Ciutadella Park is 700 metres away and Plaza Cataluña Square can be reached in around 15 minutes on foot."
911,elPilar Sant Antoni,"€ 1,707","4 beds (2 singles, 1 double, 1 sofa bed)","ElPilar Sant Antoni features a balcony and is located in Barcelona, within just 1.6 km of Passeig de Gracia and 1.6 km of Plaça Catalunya. It is situated 1.7 km from Passeig de Gracia Metro Station and provides a lift. Free WiFi is available throughout the property and Magic Fountain of Montjuic is 1.2 km away.

The air-conditioned apartment consists of 2 bedrooms, a living room, a fully equipped kitchen with a microwave and a coffee machine, and 1 bathroom with a shower and a hair dryer. Towels and bed linen are featured in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Boqueria Market, Tivoli Theatre and Casa Batllo. The nearest airport is Barcelona El Prat Airport, 11 km from elPilar Sant Antoni."
912,Boutique Lepant- Chic 2BR with SagradaFamiliaView,"€ 1,914","3 beds (1 single, 1 double, 1 sofa bed)","Situated in Barcelona, 300 metres from Sagrada Familia and 1.9 km from Casa Batllo, Boutique Lepant- Chic 2BR with SagradaFamiliaView offers air conditioning. It is located 1.8 km from La Pedrera and features a lift. Free WiFi is available throughout the property and Nova Icaria Beach is 2.7 km away.

The recently renovated apartment features 2 separate bedrooms, 1 bathroom, a fully equipped kitchen with a dining area and microwave, and a living room with a flat-screen TV. Towels and bed linen are available in the apartment. The accommodation is non-smoking.

Passeig de Gracia is 2.3 km from the apartment, while Passeig de Gracia Metro Station is 2.4 km from the property. The nearest airport is Barcelona El Prat Airport, 15 km from Boutique Lepant- Chic 2BR with SagradaFamiliaView."
913,Apartamento Sagrada Familia Castillejos,"€ 3,193","7 beds (4 singles, 1 double, 1 sofa bed, 1 futon)","Located in Barcelona, 2.5 km from Nova Icaria Beach and 2.9 km from Bogatell Beach, Apartamento Sagrada Familia Castillejos provides air-conditioned accommodation with a balcony and free WiFi. It is set 2.1 km from Casa Batllo and features a lift. The property is non-smoking and is situated 600 metres from Sagrada Familia.

The spacious apartment comes with 4 bedrooms, a flat-screen TV and a fully equipped kitchen that provides guests with an oven, a microwave, a washing machine, a toaster and a fridge. Towels and bed linen are featured in the apartment. The property offers city views.

La Pedrera is 2.2 km from the apartment, while Passeig de Gracia is 2.5 km away. The nearest airport is Barcelona El Prat Airport, 15 km from Apartamento Sagrada Familia Castillejos."
914,Amazing 3 bedroom penthouse in Plaza España,"€ 2,960","5 beds (2 singles, 2 doubles, 1 sofa bed)","Featuring air-conditioned accommodation with a patio, Amazing 3 bedroom penthouse in Plaza España is located in Barcelona. It is set 1.2 km from Sants Railway Station and features a lift. The property is non-smoking and is situated less than 1 km from Magic Fountain of Montjuic.

With free WiFi, this 3-bedroom apartment provides a TV, a washing machine and a fully equipped kitchen with a dishwasher and oven. For added privacy, the accommodation features a private entrance.

Passeig de Gracia is 2.3 km from the apartment, while Passeig de Gracia Metro Station is 2.4 km away. The nearest airport is Barcelona El Prat Airport, 11 km from Amazing 3 bedroom penthouse in Plaza España."
915,Vale Beach,"€ 2,449",Managed by a private host,"Located in Barcelona, 700 metres from Nova Mar Bella Beach and less than 1 km from Mar Bella Beach, Vale Beach offers air conditioning. Among the facilities at this property are private check-in and check-out and a tour desk, along with free WiFi throughout the property. The property is non-smoking and is set less than 1 km from Llevant.

Featuring a Blu-ray player, the spacious apartment has a fully equipped kitchen with a dishwasher, an oven and a microwave, a living room, a dining area, 1 bedroom, and 1 bathroom with a bath. Towels and bed linen are provided in the apartment. Additional in-room amenities include wine or champagne.

Port Olimpic is 2.8 km from the apartment, while Santa Maria del Mar is 3.7 km away. The nearest airport is Barcelona El Prat, 15 km from Vale Beach, and the property offers a paid airport shuttle service."
916,Navas 2,"€ 1,973","3 beds (1 single, 2 doubles)","Set in Barcelona, 3.9 km from La Pedrera and 4 km from Casa Batllo, Navas 2 offers air conditioning. The property is around 4.4 km from Passeig de Gracia, 4.5 km from Passeig de Gracia Metro Station and 4.8 km from Palau de la Musica Catalana. Free WiFi is available throughout the property and Sagrada Familia is 1.9 km away.

The spacious apartment comes with 3 bedrooms, 2 bathrooms, bed linen, towels, a TV, a fully equipped kitchen, and a balcony with city views. The accommodation is non-smoking.

Tivoli Theatre is 4.8 km from the apartment, while Picasso Museum is 4.9 km away. The nearest airport is Barcelona El Prat Airport, 17 km from Navas 2."
917,Key Sagrada Familia / MARINA 223,"€ 2,919","3 beds (1 double, 1 bunk bed, 1 sofa bed)","Set in Barcelona, 2.6 km from Nova Icaria Beach, Key Sagrada Familia / MARINA 223 offers accommodation with a terrace, free WiFi, a 24-hour front desk, and a lift. Guests staying at this apartment have access to a balcony. The property is non-smoking and is situated 2.9 km from Somorrostro Beach.

The air-conditioned apartment consists of 2 bedrooms, a living room, a fully equipped kitchen with an oven and a coffee machine, and 1 bathroom with a shower. Towels and bed linen are offered in the apartment.

Popular points of interest near the apartment include Sagrada Familia, Casa Batllo and La Pedrera. The nearest airport is Barcelona El Prat Airport, 15 km from Key Sagrada Familia / MARINA 223."
918,Breathtaking Penthouse in Eixample,"€ 1,787",1 double bed,"Situated in the centre of Barcelona, less than 1 km from Passeig de Gracia and a 10-minute walk from Passeig de Gracia Metro Station, Breathtaking Penthouse in Eixample offers free WiFi and air conditioning. This apartment features accommodation with a patio. The property is non-smoking and is set less than 1 km from Plaça Catalunya.

The spacious apartment features 1 bedroom, a TV and a fully equipped kitchen that provides guests with a dishwasher, a microwave, a washing machine, a fridge and a stovetop. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Boqueria Market, Casa Batllo and Tivoli Theatre. The nearest airport is Barcelona El Prat Airport, 12 km from Breathtaking Penthouse in Eixample."
919,Sants Estación ático apartamento en Eixample,"€ 1,947",Managed by a private host,"A recently renovated property, Sants Estación ático apartamento en Eixample is situated in Barcelona near Sants Railway Station, Magic Fountain of Montjuic and Casa Batllo. Featuring mountain and pool views, this apartment also includes free WiFi. The property is non-smoking and is set 2.6 km from Passeig de Gracia.

The spacious apartment has 2 bedrooms, a flat-screen TV with cable channels, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 1 bathroom with a shower. Towels and bed linen are available in the apartment. The property offers city views.

Barbecue facilities are provided.

Plaça Catalunya is 2.7 km from the apartment, while Passeig de Gracia Metro Station is 2.7 km from the property. The nearest airport is Barcelona El Prat Airport, 12 km from Sants Estación ático apartamento en Eixample."
920,MR BORN,"€ 2,106",1 double bed,"Set right in the centre of Barcelona, 1.4 km from Somorrostro Beach, MR BORN offers air-conditioned accommodation with free WiFi and a flat-screen TV. The property is around 700 metres from Cathedral of Barcelona, 200 metres from Santa Maria del Mar and less than 1 km from Plaça Reial. The property is close to popular attractions like Palau de la Musica Catalana, Tivoli Theatre and Portal de l'Angel.

The apartment is composed of 1 bedroom, a fully equipped kitchen, and 1 bathroom. The accommodation is non-smoking.

Popular points of interest near the apartment include Barceloneta Beach, Sant Miquel Beach and Picasso Museum. The nearest airport is Barcelona El Prat Airport, 13 km from MR BORN."
921,Perfectly located 4bed 4bath apartment in Barcelona 1 2,"€ 3,270","5 beds (2 singles, 3 doubles)","Situated in Barcelona, 1 km from Passeig de Gracia, 1.2 km from Plaça Catalunya and less than 1 km from Passeig de Gracia Metro Station, Perfectly located 4bed 4bath apartment in Barcelona 1 2 features accommodation with a patio and free WiFi. It is located less than 1 km from La Pedrera and provides a lift. The property is 1.1 km from the city centre and 700 metres from Casa Batllo.

The spacious apartment has 4 bedrooms, a TV and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a microwave and a fridge. Towels and bed linen are offered in the apartment. For added privacy, the accommodation features a private entrance.

There is a supermarket a short distance from the apartment.

Popular points of interest near the apartment include Boqueria Market, Tivoli Theatre and Palau de la Musica Catalana. The nearest airport is Barcelona El Prat Airport, 13 km from Perfectly located 4bed 4bath apartment in Barcelona 1 2."
922,My Space Barcelona Pool City Center,"€ 3,103","7 beds (4 singles, 1 double, 2 sofa beds)","These apartments are located in central Barcelona, 200 metres from the Arc de Triomf. There is a rooftop sun terrace with outdoor swimming pool and free Wi-Fi, 5 minutes’ walk from Ciutadella Park.

My Space Barcelona Pool City Center apartments feature modern décor and a furnished balcony with city views. Each has a spacious lounge-diner with sofas, dining table and plasma TV, while the kitchen features washing machine, oven and fridge. Towels and sheets are included.

There are several bars, shops and restaurants within 5 minutes’ walk of the property. The lively Passeig del Born Boulevard can be reached within 15 minutes’ walk.

The Picasso Museum and Chocolate Museum are both within 15 minutes’ walk away and Barcelona Cathedral is 1.2 km away.

Arc de Triomf Metro and Train Stations are 2 minutes walk away, and buses to El Prat Airport leave from Plaza de Catalunya Square, 1 km away from My Space Barcelona Pool City Center."
923,Suites Barcelona Park Güell,"€ 1,770","5 beds (4 singles, 1 double)","Located just 10 minutes’ walk from Barcelona’s Park Güell, this modern, air-conditioned apartment offers free WiFi. Suites Barcelona Park Güell is set in the lively Gracia District of Barcelona.

The apartment includes a living area with a large flat-screen TV and a DVD player. Its kitchen is equipped with an oven, dishwasher and washing machine.

There is 1 double bedroom and 2 twin rooms, as well as a modern bathroom. Bed linen, towels and a hairdryer are provided.

Sagrada Familia can be reached in a 15-minute walk from the property. Alfons X Metro Station is 5 minutes away by foot, and connects with the city centre in 10 minutes."
924,Barcelona New Apartment- Free Parking- 10 min by metro from BCN Center and Sagrada Família,"€ 3,036",Managed by a private host,"Located in Barcelona, 2.6 km from Sagrada Familia and 4.2 km from La Pedrera, Barcelona New Apartment- Free Parking- 10 min by metro from BCN Center and Sagrada Família offers air conditioning. This property offers access to a balcony, free private parking and free WiFi. The property is non-smoking and is set 4.3 km from Casa Batllo.

The spacious apartment is equipped with 2 bedrooms, 1 bathroom, bed linen, towels, a flat-screen TV with cable channels, a dining area, a fully equipped kitchen, and a terrace with city views. Guests can enjoy a meal on an outdoor dining area while overlooking the quiet street views.

Passeig de Gracia is 4.7 km from the apartment, while Passeig de Gracia Metro Station is 4.7 km away. The nearest airport is Barcelona El Prat Airport, 17 km from Barcelona New Apartment- Free Parking- 10 min by metro from BCN Center and Sagrada Família."
925,Paseo San Juan Barcelona,"€ 2,253",,"Located in Barcelona, 1.1 km from La Pedrera and 1.5 km from Casa Batllo, Paseo San Juan Barcelona offers air conditioning. The property is around 2.7 km from Palau de la Musica Catalana, 2.8 km from Portal de l'Angel and 3 km from Plaça Catalunya. Free WiFi is available throughout the property and Sagrada Familia is 800 metres away.

The spacious apartment features 3 bedrooms, a TV with satellite channels, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 2 bathrooms with a shower. Towels and bed linen are featured in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Passeig de Gracia, Passeig de Gracia Metro Station and Tivoli Theatre. The nearest airport is Barcelona El Prat Airport, 15 km from Paseo San Juan Barcelona."
926,Exquisite and Modern Paradise w Private Terrace and City Center,"€ 3,013","4 beds (3 doubles, 1 sofa bed)","Situated in the centre of Barcelona, 700 metres from Casa Batllo and 1 km from Passeig de Gracia, Exquisite and Modern Paradise w Private Terrace and City Center offers free WiFi and air conditioning. This apartment features accommodation with a patio. The property is non-smoking and is located 1.2 km from Plaça Catalunya.

The spacious apartment features 3 bedrooms, a TV and a fully equipped kitchen that provides guests with a dishwasher, a microwave, a washing machine, a fridge and a stovetop. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Passeig de Gracia Metro Station, La Pedrera and Boqueria Market. The nearest airport is Barcelona El Prat Airport, 13 km from Exquisite and Modern Paradise w Private Terrace and City Center."
927,Apartment Pg Gracia - Valencia by Interhome,"€ 2,301","5 beds (3 singles, 1 double, 1 sofa bed)","Set in Barcelona, 1.1 km from Casa Batllo and 1.4 km from Passeig de Gracia, Apartment Pg Gracia - Valencia by Interhome offers air-conditioned accommodation with a balcony and free WiFi. This 4-star apartment offers a lift. Sants Railway Station is 1.7 km from the apartment and Boqueria Market is 1.8 km away.

The spacious apartment features 4 bedrooms, a TV with satellite channels, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 2 bathrooms with a shower.

Popular points of interest near the apartment include Plaça Catalunya, Passeig de Gracia Metro Station and La Pedrera. The nearest airport is Barcelona El Prat Airport, 12 km from Apartment Pg Gracia - Valencia by Interhome."
928,4bedroom apart with balcony in Las Ramblas 1 1,"€ 3,286","7 beds (6 singles, 1 double)","Situated in the centre of Barcelona, 2.4 km from Sant Sebastian Beach and 2.4 km from Sant Miquel Beach, 4bedroom apart with balcony in Las Ramblas 1 1 offers free WiFi and air conditioning. Guests staying at this apartment have access to a patio. The property is non-smoking and is located 2.5 km from Barceloneta Beach.

The spacious apartment has 4 bedrooms, a TV and a fully equipped kitchen that provides guests with an oven, a microwave, a washing machine, a fridge and a stovetop. Towels and bed linen are offered in the apartment. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Boqueria Market, Santa Maria del Mar and Picasso Museum. The nearest airport is Barcelona El Prat Airport, 12 km from 4bedroom apart with balcony in Las Ramblas 1 1."
