,Hotels,Prices,Descriptions,Full_Descriptions
757,Appartement pour 7,"€ 2,314","4 beds (1 single, 2 doubles, 1 large double)","Appartement pour 7, a property with a tennis court, is located in Marseille, 1.9 km from Joliette Metro Station, 2.3 km from Les Terrasses du Port Shopping Centre, as well as 1.4 km from Vieux Port Metro station. The property is set 1.5 km from Saint-Ferreol Street, 2.6 km from Castellane Metro Station and 2.7 km from Museum of European and Mediterranean Civilisations. Free WiFi is available throughout the property and Marseille Saint-Charles Train Station is 600 metres away.

The spacious apartment is equipped with 3 bedrooms, 2 bathrooms, bed linen, towels, a TV with streaming services, a fully equipped kitchen, and a balcony with city views. The accommodation offers a fireplace.

La Timone Metro Station is 3.1 km from the apartment, while Notre-Dame de la Garde Basilica is 4.3 km away. The nearest airport is Marseille Provence Airport, 22 km from Appartement pour 7."
758,FLC 8 couchages 2 chambres terrasse métro 290m,€ 557,"5 beds (1 extra-large double, 2 sofa beds, 2 futons)","FLC 8 couchages 2 chambres terrasse métro 290m, a property with a terrace, is set in Marseille, 4.3 km from Museum of European and Mediterranean Civilisations, 4.4 km from Marseille Saint-Charles Train Station, as well as 4.9 km from Vieux Port Metro station. It is located 3.6 km from Les Terrasses du Port Shopping Centre and provides a concierge service. Free WiFi is available throughout the property and Joliette Metro Station is 3.4 km away.

The spacious apartment comes with 2 bedrooms, a flat-screen TV and a fully equipped kitchen that provides guests with an oven, a microwave, a washing machine, a fridge and a stovetop. Towels and bed linen are provided in the apartment. The property has an outdoor dining area.

There is a coffee shop on-site.

Saint-Ferreol Street is 5.6 km from the apartment, while Palais du Pharo is 6.1 km away. The nearest airport is Marseille Provence Airport, 19 km from FLC 8 couchages 2 chambres terrasse métro 290m."
759,Studio avec terrasse vue mer et climatisation,"€ 1,284",Managed by a private host,"Situated within the Prado-Perier district in Marseille, Studio avec terrasse vue mer et climatisation has air conditioning, a terrace, and sea views. It is set 700 metres from Plage du Prado Sud and provides a lift. The property is non-smoking and is located 600 metres from Plage du Prado Nord.

With free WiFi, this apartment features a TV, a washing machine and a fully equipped kitchen with an oven and microwave. Towels and bed linen are offered in the apartment. The property offers city views.

Petit Roucas Blanc Beach is 700 metres from the apartment, while Rond-Point du Prado Metro Station is 2 km from the property. The nearest airport is Marseille Provence Airport, 27 km from Studio avec terrasse vue mer et climatisation."
760,Studio Indépendant - Quartier Résidentiel,€ 676,Managed by a private host,"Located in Marseille, 6.1 km from La Timone Metro Station and 7.4 km from Castellane Metro Station, Studio Indépendant - Quartier Résidentiel offers air conditioning. This holiday home features a pool with a view, a garden, barbecue facilities, free WiFi and free private parking. The property is non-smoking and is situated 7.6 km from Marseille Saint-Charles Train Station.

The holiday home comes with 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV, a dining area, a fully equipped kitchen, and a terrace with pool views. Guests can enjoy a meal on an outdoor dining area while overlooking the garden views. The property offers inner courtyard views.

Marseille Chanot Exhibition and Convention Centre is 7.6 km from the holiday home, while Rond-Point du Prado Metro Station is 8.1 km away. The nearest airport is Marseille Provence Airport, 27 km from Studio Indépendant - Quartier Résidentiel."
761,"Le Petit Panier ""La Boutique"" Studio familial Vieux-Port Clim - MaisonMars",€ 770,"2 beds (1 double, 1 sofa bed)","In the heart of Marseille, set within a short distance of Joliette Metro Station and Les Terrasses du Port Shopping Centre, Le Petit Panier ""La Boutique"" Studio familial Vieux-Port Clim - MaisonMars offers free WiFi, air conditioning and household amenities such as a toaster and coffee machine. The property is around 1.6 km from Saint-Ferreol Street, 3.3 km from Palais du Pharo and 3.9 km from Castellane Metro Station. The property is non-smoking and is located 2.3 km from Plage des Catalans.

The recently renovated apartment is fitted with 1 separate bedroom, 1 bathroom, a fully equipped kitchenette with a dining area and microwave, and a living room with a flat-screen TV. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Museum of European and Mediterranean Civilisations, Vieux Port Metro station and Marseille Saint-Charles Train Station. The nearest airport is Marseille Provence Airport, 21 km from Le Petit Panier ""La Boutique"" Studio familial Vieux-Port Clim - MaisonMars."
762,Beautiful and bright apartment two steps from the Vieux-Port - Air Rental,"€ 1,156",Managed by a private host,"Beautiful and bright apartment two steps from the Vieux-Port - Air Rental is situated in the centre of Marseille, close to Saint-Ferreol Street, Castellane Metro Station and Vieux Port Metro station. The property is around 2.1 km from Plage des Catalans, 2.8 km from La Timone Metro Station and 2 km from Les Terrasses du Port Shopping Centre. The accommodation features a 24-hour front desk and free WiFi is available throughout the property.

The apartment has 2 bedrooms, a fully equipped kitchen with a microwave and a toaster, a washing machine, and 1 bathroom with a hair dryer and free toiletries. Towels and bed linen are available in the apartment. The accommodation is non-smoking.

Popular points of interest near Beautiful and bright apartment two steps from the Vieux-Port - Air Rental include Marseille Saint-Charles Train Station, Museum of European and Mediterranean Civilisations and Joliette Metro Station. The nearest airport is Marseille Provence Airport, 23 km from the accommodation."
763,les tilleuls marseille 13012,€ 885,Managed by a private host,"Set in Marseille, 5.1 km from La Timone Metro Station and 6.4 km from Castellane Metro Station, les tilleuls marseille 13012 offers air conditioning. This property offers access to a balcony, free private parking and free WiFi. The property is non-smoking and is situated 6.6 km from Marseille Chanot Exhibition and Convention Centre.

The 2-bedroom holiday home is fitted with a living room with a flat-screen TV with satellite channels, a fully equipped kitchen with a dishwasher and an oven, and 1 bathroom with a hair dryer. Towels and bed linen are featured in the holiday home. For added privacy, the accommodation has a private entrance and soundproofing.

Guests at the holiday home will be able to enjoy activities in and around Marseille, like cycling.

Rond-Point du Prado Metro Station is 7.1 km from les tilleuls marseille 13012, while Orange Velodrome Stadium is 7.2 km away. The nearest airport is Marseille Provence Airport, 29 km from the accommodation."
764,Le cocon de Notre Dame,€ 546,Managed by a private host,"Le cocon de Notre Dame is set in the Castellane et Préfecture district of Marseille, 2.2 km from Prophete, 2.4 km from Fausse Monnaie and 2.5 km from Plage des Catalans. The property is around 1.3 km from Castellane Metro Station, 2.7 km from Rond-Point du Prado Metro Station and 2.8 km from Marseille Chanot Exhibition and Convention Centre. Palais du Pharo is 2.8 km away and Orange Velodrome Stadium is 2.8 km from the apartment.

The accommodation is non-smoking.

Popular points of interest near the apartment include Notre-Dame de la Garde Basilica, Saint-Ferreol Street and Vieux Port Metro station. The nearest airport is Marseille Provence Airport, 24 km from Le cocon de Notre Dame."
765,chez Catherine tres beau logement tout équipé et proche des transports,€ 459,Managed by a private host,"In the Euromed - La Joliette district of Marseille, close to Les Terrasses du Port Shopping Centre, chez Catherine tres beau logement tout équipé et proche des transports has a private beach area and a washing machine. The air-conditioned accommodation is 1.5 km from Joliette Metro Station, and guests can benefit from complimentary WiFi and private parking available on site. The property is non-smoking and is located 2.4 km from Museum of European and Mediterranean Civilisations.

The spacious apartment with a terrace and city views features 2 bedrooms, a living room, a flat-screen TV, an equipped kitchen with a dishwasher and an oven, and 2 bathrooms with a walk-in shower.

Guests at the apartment will be able to enjoy activities in and around Marseille, like snorkelling and hiking.

Marseille Saint-Charles Train Station is 2.5 km from chez Catherine tres beau logement tout équipé et proche des transports, while Vieux Port Metro station is 3 km away. The nearest airport is Marseille Provence Airport, 20 km from the accommodation."
766,Appartement tout equipé 3 chambresTerrasse du Port,"€ 1,131",Managed by a private host,"Appartement tout equipé 3 chambresTerrasse du Port is set in the Euromed - La Joliette district of Marseille, 800 metres from Les Terrasses du Port Shopping Centre, 1.1 km from Marseille Saint-Charles Train Station and 1.5 km from Vieux Port Metro station. The property is around 1.9 km from Museum of European and Mediterranean Civilisations, 2 km from Saint-Ferreol Street and 3.2 km from Castellane Metro Station. Free WiFi is available throughout the property and Joliette Metro Station is 500 metres away.

The spacious apartment has 3 bedrooms, a flat-screen TV with cable channels and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a microwave and a fridge. For added privacy, the accommodation features a private entrance.

Palais du Pharo is 3.8 km from the apartment, while La Timone Metro Station is 4.2 km from the property. The nearest airport is Marseille Provence Airport, 21 km from Appartement tout equipé 3 chambresTerrasse du Port."
767,La cloiserie Toscane,"€ 1,569",Managed by a private host,"Situated in Marseille, 7.6 km from Castellane Metro Station and 7.9 km from Marseille Chanot Exhibition and Convention Centre, La cloiserie Toscane offers air conditioning. The property is around 8.3 km from Rond-Point du Prado Metro Station, 8.5 km from Orange Velodrome Stadium and 8.8 km from Saint-Ferreol Street. Free WiFi is available throughout the property and La Timone Metro Station is 6.3 km away.

The spacious apartment has a terrace, 1 bedroom, a living room and a well-equipped kitchen. A flat-screen TV is available. The accommodation is non-smoking.

Vieux Port Metro station is 9.2 km from the apartment, while Marseille Saint-Charles Train Station is 9.4 km from the property. The nearest airport is Marseille Provence Airport, 28 km from La cloiserie Toscane."
768,Location appartement design,"€ 1,569",Managed by a private host,"Situated 2.8 km from Plage des Catalans and 600 metres from Saint-Ferreol Street in Marseille, Location appartement design offers accommodation with a kitchen. Complimentary WiFi is available throughout the property and private parking is available on site. The property is non-smoking and is set 1.2 km from Castellane Metro Station.

Providing access to a terrace with garden views, the spacious air-conditioned apartment consists of 2 bedrooms. A flat-screen TV is offered.

Popular points of interest near the apartment include Vieux Port Metro station, La Timone Metro Station and Marseille Saint-Charles Train Station. The nearest airport is Marseille Provence Airport, 24 km from Location appartement design."
769,Le Cosy 1 chambre - Centre Clim Parking - MaisonMars,€ 782,Managed by a private host,"Le Cosy 1 chambre - Centre Clim Parking - MaisonMars is situated in the Blancarde district of Marseille, 1.9 km from La Timone Metro Station, 3.2 km from Vieux Port Metro station and 3.4 km from Castellane Metro Station. The apartment, set in a building dating from 1960, is 3.4 km from Marseille Saint-Charles Train Station and 3.8 km from Saint-Ferreol Street. Free WiFi is available and private parking can be arranged at an extra charge.

The 1-bedroom apartment has a living room with a flat-screen TV with satellite channels, a fully equipped kitchen with a microwave and a toaster, and 1 bathroom with a hair dryer. Towels and bed linen are offered in the apartment. The accommodation is non-smoking.

Joliette Metro Station is 4 km from the apartment, while Les Terrasses du Port Shopping Centre is 4.2 km from the property. The nearest airport is Marseille Provence Airport, 24 km from Le Cosy 1 chambre - Centre Clim Parking - MaisonMars."
770,Studio Déco Centre Terrasse Parking Clim - MaisonMars,€ 722,Managed by a private host,"Boasting air-conditioned accommodation with a balcony, Studio Déco Centre Terrasse Parking Clim - MaisonMars is set in Marseille. The property is around 1.9 km from La Timone Metro Station, 3.2 km from Vieux Port Metro station and 3.4 km from Castellane Metro Station. Free WiFi is available and private parking can be arranged at an extra charge.

The apartment has 1 bedroom, a flat-screen TV with cable channels, a fully equipped kitchen with a microwave and a toaster, a washing machine, and 1 bathroom with a shower. Towels and bed linen are offered in the apartment. For added privacy, the accommodation features a private entrance.

Marseille Saint-Charles Train Station is 3.4 km from the apartment, while Saint-Ferreol Street is 3.8 km from the property. The nearest airport is Marseille Provence Airport, 24 km from Studio Déco Centre Terrasse Parking Clim - MaisonMars."
771,Adorable studio 25m² très calme avec parking,€ 451,Managed by a private host,"Boasting garden views, Adorable studio 25m² très calme avec parking offers accommodation with a garden and a patio, around 10 km from La Timone Metro Station. This property offers access to a terrace, free private parking and free WiFi. The property is non-smoking and is set 11 km from Castellane Metro Station.

The apartment is equipped with a flat-screen TV. The kitchen has a microwave, a fridge and a stovetop, as well as coffee machine and kettle. The property has an outdoor dining area.

Guests at the apartment will be able to enjoy activities in and around Marseille, like fishing and hiking.

Marseille Chanot Exhibition and Convention Centre is 11 km from Adorable studio 25m² très calme avec parking, while Rond-Point du Prado Metro Station is 11 km from the property. The nearest airport is Marseille Provence Airport, 31 km from the accommodation."
772,Duplex 3ch stade a pied,"€ 2,709",Managed by a private host,"Situated in Marseille in the Provence-Alpes-Côte d'Azur region, with Orange Velodrome Stadium and Rond-Point du Prado Metro Station nearby, Duplex 3ch stade a pied features accommodation with free private parking. The property is around 4.1 km from Castellane Metro Station, 4.9 km from La Timone Metro Station and 5.7 km from Notre-Dame de la Garde Basilica. The property is non-smoking and is located 2.6 km from Marseille Chanot Exhibition and Convention Centre.

The spacious apartment is composed of 3 bedrooms, a living room, a fully equipped kitchen, and 2 bathrooms. A flat-screen TV is available. The property offers garden views.

Saint-Ferreol Street is 5.9 km from the apartment, while Vieux Port Metro station is 6.3 km from the property. The nearest airport is Marseille Provence Airport, 28 km from Duplex 3ch stade a pied."
773,Le Petit Panier Studio 1 Vieux-Port Clim - MaisonMars,€ 722,Managed by a private host,"Well located in the centre of Marseille, the recently renovated Le Petit Panier Studio 1 Vieux-Port Clim - MaisonMars offers well-equipped accommodation featuring air conditioning, free WiFi and flat-screen TV. It is located 2.3 km from Plage des Catalans and offers a concierge service. The accommodation provides airport transfers, while a bicycle rental service is also available.

The kitchen is equipped with a microwave, a toaster and a fridge, as well as coffee machine and kettle. The accommodation is non-smoking.

A minimarket is available at the apartment.

Popular points of interest near the apartment include Joliette Metro Station, Les Terrasses du Port Shopping Centre and Museum of European and Mediterranean Civilisations. The nearest airport is Marseille Provence Airport, 21 km from Le Petit Panier Studio 1 Vieux-Port Clim - MaisonMars."
774,SV - l’Experience Design Duplex in Marseille,€ 860,"2 beds (1 sofa bed, 1 large double)","In the heart of Marseille, set within a short distance of Vieux Port Metro station and Joliette Metro Station, SV - l’Experience Design Duplex in Marseille offers free WiFi, air conditioning and household amenities such as a microwave and coffee machine. It is situated 1.3 km from Museum of European and Mediterranean Civilisations and offers a lift. The property is non-smoking and is located 2.5 km from Plage des Catalans.

The 1-bedroom apartment is fitted with a living room with a flat-screen TV with streaming services, a fully equipped kitchen with a dishwasher and an oven, and 1 bathroom with a hair dryer. Towels and bed linen are featured in the apartment. The property offers inner courtyard views.

There is a coffee shop on-site.

Guests at the apartment will be able to enjoy activities in and around Marseille, like cycling and walking tours.

Popular points of interest near SV - l’Experience Design Duplex in Marseille include Les Terrasses du Port Shopping Centre, Saint-Ferreol Street and Marseille Saint-Charles Train Station. The nearest airport is Marseille Provence Airport, 21 km from the accommodation."
775,Appartement de standing,"€ 1,290","2 beds (1 double, 1 sofa bed)","Set in Marseille, 1.1 km from Saint-Ferreol Street and 1.6 km from Castellane Metro Station, Appartement de standing offers city views and free WiFi. The property is situated 2.8 km from Museum of European and Mediterranean Civilisations, 3.2 km from Joliette Metro Station and 3.3 km from Notre-Dame de la Garde Basilica. The property is 2.9 km from Plage des Catalans, and within 1.2 km of the city centre.

This air-conditioned 1-bedroom apartment comes with a fully equipped kitchen, a seating area, and a flat-screen TV. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Vieux Port Metro station, La Timone Metro Station and Marseille Saint-Charles Train Station. The nearest airport is Marseille Provence Airport, 23 km from Appartement de standing."
776,Havre de paix familial avec grand jardin,"€ 2,619",Managed by a private host,"Offering garden views, Havre de paix familial avec grand jardin is an accommodation situated in Marseille, 12 km from Castellane Metro Station and 12 km from Marseille Chanot Exhibition and Convention Centre. This property offers access to a terrace and free private parking. The property is non-smoking and is located 11 km from La Timone Metro Station.

The apartment comes with 4 bedrooms, a flat-screen TV and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a microwave and a fridge. Towels and bed linen are featured in the apartment.

Rond-Point du Prado Metro Station is 13 km from the apartment, while Orange Velodrome Stadium is 13 km away. The nearest airport is Marseille Provence Airport, 33 km from Havre de paix familial avec grand jardin."
777,Cosy Studio Marseille Murier Castellane,€ 969,1 sofa bed,"Offering city views, Cosy Studio Marseille Murier Castellane is an accommodation set in Marseille, 1 km from La Timone Metro Station and 1.6 km from Saint-Ferreol Street. The property is situated 2.4 km from Vieux Port Metro station, 2.4 km from Rond-Point du Prado Metro Station and 2.5 km from Orange Velodrome Stadium. Free WiFi is available throughout the property and Castellane Metro Station is less than 1 km away.

The apartment features a TV and a living room. The kitchen comes with a microwave, a toaster and a fridge and there is a private bathroom with a hair dryer and free toiletries. For added privacy, the accommodation features a private entrance.

Marseille Chanot Exhibition and Convention Centre is 1.9 km from the apartment, while Notre-Dame de la Garde Basilica is 3.3 km away. The nearest airport is Marseille Provence Airport, 24 km from Cosy Studio Marseille Murier Castellane."
778,Un petit nid cosy en plein centre de Marseille...,€ 565,Managed by a private host,"Located in Marseille, near Saint-Ferreol Street, Castellane Metro Station and Vieux Port Metro station, Un petit nid cosy en plein centre de Marseille... Features free WiFi. The property is around 2.6 km from La Timone Metro Station, 1.8 km from Joliette Metro Station and 3.1 km from Palais du Pharo. The property is 2.2 km from Plage des Catalans, and within 700 metres of the city centre.

The apartment features 1 bedroom, a flat-screen TV, a fully equipped kitchen with a microwave and a toaster, a washing machine, and 1 bathroom with an a bath or shower. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

Guests at the apartment will be able to enjoy activities in and around Marseille, like windsurfing, diving and fishing. Hiking can be enjoyed nearby.

Popular points of interest near Un petit nid cosy en plein centre de Marseille... Include Marseille Saint-Charles Train Station, Museum of European and Mediterranean Civilisations and Notre-Dame de la Garde Basilica. The nearest airport is Marseille Provence Airport, 23 km from the accommodation."
779,Design Suites Vieux Port,€ 915,Managed by a private host,"Providing city views and free WiFi, Design Suites Vieux Port provides accommodation in a prime location in the centre of Marseille, within a short distance of Plage des Catalans, Vieux Port Metro station and Saint-Ferreol Street. This property is located a short distance from attractions such as Les Terrasses du Port Shopping Centre, Palais du Pharo, and Notre-Dame de la Garde Basilica. When staying at the apartment, guests can use private entrance.

Accommodation is fitted with air conditioning, a fully equipped kitchen with a dining area, a flat-screen TV and a private bathroom with walk-in shower, a hair dryer and free toiletries. A microwave, a toaster and fridge are also featured, as well as a coffee machine and a kettle. At the apartment complex, all units include bed linen and towels.

Popular points of interest near Design Suites Vieux Port include Castellane Metro Station, Museum of European and Mediterranean Civilisations and Joliette Metro Station. The nearest airport is Marseille Provence Airport, 22 km from the accommodation."
780,Chevalier Paul-Charmant-Mezzanine - 4 personnes,€ 758,Managed by a private host,"Chevalier Paul-Charmant-Mezzanine - 4 personnes is set in the Euromed - La Joliette district of Marseille, 1.2 km from Marseille Saint-Charles Train Station, 1.9 km from Museum of European and Mediterranean Civilisations and 1.7 km from Vieux Port Metro station. It is situated 800 metres from Les Terrasses du Port Shopping Centre and features full-day security. Free WiFi is available throughout the property and Joliette Metro Station is 500 metres away.

This apartment features 1 bedroom, a kitchen with a dishwasher and an oven, a flat-screen TV, a seating area and 1 bathroom fitted with a shower. Towels and bed linen are available in the apartment. The accommodation is non-smoking.

Saint-Ferreol Street is 2.7 km from the apartment, while Castellane Metro Station is 3.3 km from the property. The nearest airport is Marseille Provence Airport, 21 km from Chevalier Paul-Charmant-Mezzanine - 4 personnes."
781,Maison du pêcheur,€ 739,Managed by a private host,"Maison du pêcheur is set in the L'Estaque district of Marseille, 10 km from Museum of European and Mediterranean Civilisations, 11 km from Vieux Port Metro station and 11 km from Marseille Saint-Charles Train Station. The air-conditioned accommodation is 9.4 km from Les Terrasses du Port Shopping Centre, and guests can benefit from complimentary WiFi and private parking available on site. The property is non-smoking and is located 10 km from Joliette Metro Station.

This apartment is equipped with 2 bedrooms, a kitchen with a dishwasher and an oven, a flat-screen TV, a seating area and 1 bathroom equipped with a walk-in shower. Towels and bed linen are provided in the apartment. For added privacy, the accommodation has a private entrance and soundproofing.

Saint-Ferreol Street is 11 km from the apartment, while Palais du Pharo is 12 km away. The nearest airport is Marseille Provence Airport, 16 km from Maison du pêcheur."
782,60 Sweet Home au cœur de Marseille pres du Tramway,€ 818,"3 beds (1 single, 2 doubles)","Boasting air-conditioned accommodation with a balcony, 60 Sweet Home au cœur de Marseille pres du Tramway is situated in Marseille. It is located 1.6 km from Saint-Ferreol Street and offers a lift. The property is non-smoking and is set less than 1 km from La Timone Metro Station.

With free WiFi, this 2-bedroom apartment features a flat-screen TV, a washing machine and a fully equipped kitchen with a dishwasher and oven. Towels and bed linen are available in the apartment.

Castellane Metro Station is 1.6 km from the apartment, while Vieux Port Metro station is 2.8 km from the property. The nearest airport is Marseille Provence Airport, 24 km from 60 Sweet Home au cœur de Marseille pres du Tramway."
783,Élégant 2 chambres en plein cœur de Marseille,"€ 1,155",Managed by a private host,"Élégant 2 chambres en plein cœur de Marseille features a balcony and is located in Marseille, within just 800 metres of Joliette Metro Station and less than 1 km of Les Terrasses du Port Shopping Centre. Among the facilities at this property are a concierge service and a minimarket, along with free WiFi throughout the property. The property is 2.7 km from Plage des Catalans, and within 1.1 km of the city centre.

This apartment is equipped with 2 bedrooms, a kitchen with a dishwasher and an oven, a flat-screen TV, a seating area and 1 bathroom equipped with a shower. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Marseille Saint-Charles Train Station, Vieux Port Metro station and Museum of European and Mediterranean Civilisations. The nearest airport is Marseille Provence Airport, 21 km from Élégant 2 chambres en plein cœur de Marseille."
784,La Valentine - Villa 3 ch piscine proche Marseille,"€ 3,694",Managed by a private host,"Located in Marseille, La Valentine - Villa 3 ch piscine proche Marseille provides accommodation with private pool, free WiFi and free private parking for guests who drive. The air-conditioned accommodation is 9.1 km from La Timone Metro Station. The property is non-smoking and is situated 10 km from Castellane Metro Station.

The villa is equipped with 3 bedrooms, 2 bathrooms, bed linen, towels, a TV, a dining area, a fully equipped kitchen, and a terrace with city views.

Guests can also relax in the garden.

Marseille Chanot Exhibition and Convention Centre is 10 km from the villa, while Rond-Point du Prado Metro Station is 11 km away. The nearest airport is Marseille Provence Airport, 30 km from La Valentine - Villa 3 ch piscine proche Marseille."
785,Charming flat in the heart of Marseille 5 min from Vieux Port - Welkeys,"€ 1,141","3 beds (1 single, 2 doubles)","Offering free WiFi and city views, Charming flat in the heart of Marseille 5 min from Vieux Port - Welkeys is an accommodation located in Marseille, just 300 metres from Saint-Ferreol Street and 1 km from Castellane Metro Station. The property is set 2.4 km from La Timone Metro Station, 1.7 km from Notre-Dame de la Garde Basilica and 2 km from Joliette Metro Station. The property is 2.3 km from Plage des Catalans, and within 600 metres of the city centre.

The spacious apartment features 2 bedrooms, a TV with satellite channels, a fully equipped kitchen with an oven and a microwave, a washing machine, and 1 bathroom with a bath. Towels and bed linen are featured in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Vieux Port Metro station, Marseille Saint-Charles Train Station and Museum of European and Mediterranean Civilisations. The nearest airport is Marseille Provence Airport, 23 km from Charming flat in the heart of Marseille 5 min from Vieux Port - Welkeys."
786,Le Petit Sollier,€ 745,"2 beds (1 double, 1 sofa bed)","Le Petit Sollier features a terrace and is set in Marseille, within just 800 metres of Saint-Ferreol Street and 1.6 km of La Timone Metro Station. Guests staying at this apartment have access to a patio. Free WiFi is available throughout the property and Castellane Metro Station is 700 metres away.

This apartment is fitted with 1 bedroom, a kitchen with an oven and a microwave, a flat-screen TV, a seating area and 1 bathroom equipped with a shower. Towels and bed linen are featured in the apartment. For added privacy, the accommodation features a private entrance.

Vieux Port Metro station is 1.4 km from the apartment, while Notre-Dame de la Garde Basilica is 2.3 km away. The nearest airport is Marseille Provence Airport, 23 km from Le Petit Sollier."
787,La Ganay - Maison avec clim proche métro Vélodrome,"€ 1,573",Managed by a private host,"La Ganay - Maison avec clim proche métro Vélodrome, a property with a garden, is located in Marseille, 1.4 km from Marseille Chanot Exhibition and Convention Centre, 1.2 km from Orange Velodrome Stadium, as well as 1.3 km from Rond-Point du Prado Metro Station. The air-conditioned accommodation is 2.8 km from Plage de l'Huveaune, and guests can benefit from complimentary WiFi and private parking available on site. The property is non-smoking and is situated 2.9 km from Borely.

The holiday home has 2 bedrooms, 1 bathroom, bed linen, towels, a TV, a dining area, a fully equipped kitchen, and a terrace with city views.

La Timone Metro Station is 3 km from the holiday home, while Castellane Metro Station is 3.7 km from the property. The nearest airport is Marseille Provence Airport, 27 km from La Ganay - Maison avec clim proche métro Vélodrome."
788,*Appartement climatisé au cœur du vieux port*,€ 802,Managed by a private host,"Set in Marseille, 2.8 km from Fausse Monnaie and 300 metres from Vieux Port Metro station, *Appartement climatisé au cœur du vieux port* provides accommodation with amenities such as free WiFi and a flat-screen TV. The property features inner courtyard views and is 600 metres from Saint-Ferreol Street and 1.6 km from Castellane Metro Station. The property is 200 metres from the city centre and 1.7 km from Plage des Catalans.

The air-conditioned apartment consists of 1 bedroom, 2 living rooms, a fully equipped kitchen with a dishwasher and a coffee machine, and 1 bathroom with a walk-in shower and a hair dryer. Towels and bed linen are featured in the apartment. For added privacy, the accommodation has a private entrance and soundproofing.

Popular points of interest near the apartment include Museum of European and Mediterranean Civilisations, Joliette Metro Station and Les Terrasses du Port Shopping Centre. The nearest airport is Marseille Provence Airport, 22 km from *Appartement climatisé au cœur du vieux port*."
789,T4 morgiou/prado,€ 682,Managed by a private host,"Located in Marseille in the Provence-Alpes-Côte d'Azur region, T4 morgiou/prado features a balcony. Housed in a building dating from 1990, this apartment is 4.8 km from Rond-Point du Prado Metro Station and 5.2 km from Marseille Chanot Exhibition and Convention Centre. Free WiFi is available throughout the property and Orange Velodrome Stadium is 4.6 km away.

This apartment is equipped with 3 bedrooms, a kitchen with an oven and a fridge, a flat-screen TV, a seating area and 1 bathroom equipped with a hot tub. The unit at the property features a bath and a dressing room. The accommodation is non-smoking.

Castellane Metro Station is 6.7 km from the apartment, while La Timone Metro Station is 7.5 km away. The nearest airport is Marseille Provence Airport, 30 km from T4 morgiou/prado."
790,La Conception - Bel appt proche du centre ville,"€ 1,185","3 beds (2 doubles, 1 large double)","La Conception - Bel appt proche du centre ville is located in the Baille-La Timone district of Marseille, 1.2 km from Castellane Metro Station, 1.4 km from Saint-Ferreol Street and 1.9 km from Vieux Port Metro station. The property is around 3.3 km from Rond-Point du Prado Metro Station, 3.4 km from Orange Velodrome Stadium and 3.5 km from Marseille Chanot Exhibition and Convention Centre. Free WiFi is available throughout the property and La Timone Metro Station is 800 metres away.

The 3-bedroom apartment is equipped with a living room with a TV, a fully equipped kitchen with an oven and a microwave, and 2 bathrooms with a hair dryer. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

Marseille Saint-Charles Train Station is 3.7 km from the apartment, while Notre-Dame de la Garde Basilica is 3.8 km away. The nearest airport is Marseille Provence Airport, 25 km from La Conception - Bel appt proche du centre ville."
791,Appartement cosy tout équipé avec wifi 2 couchages,€ 469,Managed by a private host,"Appartement cosy tout équipé avec wifi 2 couchages is set in Marseille, 2.3 km from Castellane Metro Station, 3.3 km from Marseille Chanot Exhibition and Convention Centre, and 3.4 km from Rond-Point du Prado Metro Station. The property is located 3.4 km from Saint-Ferreol Street, 3.5 km from Vieux Port Metro station and 3.6 km from Orange Velodrome Stadium. Free WiFi is available throughout the property and La Timone Metro Station is 600 metres away.

The apartment is composed of 1 bedroom, a fully equipped kitchen, and 1 bathroom. A flat-screen TV is featured. The accommodation is non-smoking.

Marseille Saint-Charles Train Station is 4 km from the apartment, while Joliette Metro Station is 4.6 km away. The nearest airport is Marseille Provence Airport, 25 km from Appartement cosy tout équipé avec wifi 2 couchages."
792,Cabanon aux Goudes Marseille calanques,€ 695,Managed by a private host,"Boasting air-conditioned accommodation with a terrace, Cabanon aux Goudes Marseille calanques is situated in Marseille. The property is set 8.8 km from Rond-Point du Prado Metro Station, 8.8 km from Marseille Chanot Exhibition and Convention Centre and 10 km from Castellane Metro Station. The property is non-smoking and is located 8.6 km from Orange Velodrome Stadium.

The holiday home features 2 bedrooms, a flat-screen TV and a fully equipped kitchenette that provides guests with an oven, a microwave, a washing machine and a fridge. Towels and bed linen are available in the holiday home.

Notre-Dame de la Garde Basilica is 11 km from the holiday home, while La Timone Metro Station is 11 km from the property. The nearest airport is Marseille Provence Airport, 34 km from Cabanon aux Goudes Marseille calanques."
